Polish name;English name;Latin name;Category;Conservation;Order;Family;Status;Chosen;Top 30;Top 140;Image
szpak;European starling;Sturnus vulgaris;A;pod ścisłą ochroną;Passeriformes;Sturnidae;L;1;1;1;https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Colourful_starling.jpeg/150px-Colourful_starling.jpeg
ścierwnik;Egyptian vulture;Neophron percnopterus;A;pod ścisłą ochroną;Accipitriformes;Accipitridae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Egyptian_vulture.jpg/150px-Egyptian_vulture.jpg
ślepowron;Black-crowned night-heron;Nycticorax nycticorax;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Pelecaniformes;Ardeidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Nycticorax_nycticorax1.jpg/150px-Nycticorax_nycticorax1.jpg
śmieszka;Black-headed gull;Chroicocephalus ridibundus;A;pod ścisłą ochroną;Charadriiformes;Laridae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Laughlock.jpg/150px-Laughlock.jpg
śnieguła;Snow bunting;Plectrophenax nivalis;A;pod ścisłą ochroną;Passeriformes;Calcariidae;P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Plectrophenax_nivalis1.jpg/150px-Plectrophenax_nivalis1.jpg
śnieżka;White-winged snowfinch;Montifringilla nivalis;A;pod ścisłą ochroną;Passeriformes;Passeridae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Snowfinch.jpg/150px-Snowfinch.jpg
śpiewak;Song thrush;Turdus philomelos;A;pod ścisłą ochroną;Passeriformes;Turdidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Song_Thrush_Turdus_philomelos.jpg/150px-Song_Thrush_Turdus_philomelos.jpg
świergotek drzewny;Tree pipit;Anthus trivialis;A;pod ścisłą ochroną;Passeriformes;Motacillidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Anthus_triviallis_%28Marek_Szczepanek%29.jpg/150px-Anthus_triviallis_%28Marek_Szczepanek%29.jpg
świergotek łąkowy;Meadow pipit;Anthus pratensis;A;pod ścisłą ochroną;Passeriformes;Motacillidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Meadow-Pipit.jpg/150px-Meadow-Pipit.jpg
świergotek nadmorski;Rock pipit;Anthus petrosus;A;pod ścisłą ochroną;Passeriformes;Motacillidae;P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Faroe_Island.1.bird.jpg/150px-Faroe_Island.1.bird.jpg
świergotek polny;Tawny pipit;Anthus campestris;A;pod ścisłą ochroną;Passeriformes;Motacillidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/AnthusCampestris_cropped.jpg/150px-AnthusCampestris_cropped.jpg
świergotek rdzawogardły;Red-throated pipit;Anthus cervinus;A;pod ścisłą ochroną;Passeriformes;Motacillidae;P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Red-throated_Pipit_%28Anthus_cervinus%29.jpg/150px-Red-throated_Pipit_%28Anthus_cervinus%29.jpg
świergotek stepowy;Blyth's pipit;Anthus godlewskii;A;;Passeriformes;Motacillidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Blyth%27s_Pipit_Pangolakha_Wildlife_Sanctuary_East_Sikkim_05.05.2016.jpg/150px-Blyth%27s_Pipit_Pangolakha_Wildlife_Sanctuary_East_Sikkim_05.05.2016.jpg
świergotek szponiasty;Richard's pipit;Anthus richardi;A;pod ścisłą ochroną;Passeriformes;Motacillidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Richard%27s_Pipit_I_-Haryana_IMG_9961.jpg/150px-Richard%27s_Pipit_I_-Haryana_IMG_9961.jpg
świergotek tajgowy;Olive-backed pipit;Anthus hodgsoni;A;pod ścisłą ochroną;Passeriformes;Motacillidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Olive_backed_Pipit.jpg/150px-Olive_backed_Pipit.jpg
świerszczak;Common grasshopper-warbler;Locustella naevia;A;pod ścisłą ochroną;Passeriformes;Locustellidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Grashoppsangare-070512.jpg/150px-Grashoppsangare-070512.jpg
świerszczak melodyjny;Pallas's grasshopper warbler;Helopsaltes certhiola;A;pod ścisłą ochroną;Passeriformes;Locustellidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Rusty-rumped_Warbler_%28Locustella_certhiola%29_I_IMG_2750.jpg/150px-Rusty-rumped_Warbler_%28Locustella_certhiola%29_I_IMG_2750.jpg
świstun;Eurasian wigeon;Mareca penelope;A;pod ścisłą ochroną;Anseriformes;Anatidae;l P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Anas_penelope_001.jpg/150px-Anas_penelope_001.jpg
świstun amerykański;American wigeon;Mareca americana;A;pod ścisłą ochroną;Anseriformes;Anatidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Anas_americana_-_drake.jpg/150px-Anas_americana_-_drake.jpg
świstunka ałtajska;Hume's warbler;Phylloscopus humei;A;pod ścisłą ochroną;Passeriformes;Phylloscopidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Hume%27s_Warbler_I2_IMG_3401.jpg/150px-Hume%27s_Warbler_I2_IMG_3401.jpg
świstunka brunatna;Dusky warbler;Phylloscopus fuscatus;A;pod ścisłą ochroną;Passeriformes;Phylloscopidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Phylloscopus_fuscatus.jpg/150px-Phylloscopus_fuscatus.jpg
świstunka górska;Western Bonelli's warbler;Phylloscopus bonelli;A;pod ścisłą ochroną;Passeriformes;Phylloscopidae;(l) Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Phylloscopus_bonelli.jpg/150px-Phylloscopus_bonelli.jpg
świstunka grubodzioba;Radde's warbler;Phylloscopus schwarzi;A;pod ścisłą ochroną;Passeriformes;Phylloscopidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Radde%27s_Warbler_%28Phylloscopus_schwarzi%29.jpg/150px-Radde%27s_Warbler_%28Phylloscopus_schwarzi%29.jpg
świstunka iberyjska;Iberian chiffchaff;Phylloscopus ibericus;A;pod ścisłą ochroną;Passeriformes;Phylloscopidae;l z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Phylloscopus_ibericus.jpg/150px-Phylloscopus_ibericus.jpg
świstunka leśna;Wood warbler;Phylloscopus sibilatrix;A;pod ścisłą ochroną;Passeriformes;Phylloscopidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Phylloscopus_sibilatrix_Barco_Reale_1.jpg/150px-Phylloscopus_sibilatrix_Barco_Reale_1.jpg
świstunka północna;Arctic warbler;Phylloscopus borealis;A;pod ścisłą ochroną;Passeriformes;Phylloscopidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Phylloscopus_borealis_P4274142.jpg/150px-Phylloscopus_borealis_P4274142.jpg
świstunka złotawa;Pallas's leaf warbler;Phylloscopus proregulus;A;pod ścisłą ochroną;Passeriformes;Phylloscopidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/20070304%E8%B4%B5%E9%98%B3-%E9%BB%84%E8%85%B0%E6%9F%B3%E8%8E%BA.jpg/150px-20070304%E8%B4%B5%E9%98%B3-%E9%BB%84%E8%85%B0%E6%9F%B3%E8%8E%BA.jpg
świstunka żółtawa;Yellow-browed warbler;Phylloscopus inornatus;A;pod ścisłą ochroną;Passeriformes;Phylloscopidae;P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Phylloscopus_inornatus_%28Yellow-browed_Warbler%29.jpg/150px-Phylloscopus_inornatus_%28Yellow-browed_Warbler%29.jpg
tamaryszka;Moustached warbler;Acrocephalus melanopogon;A;pod ścisłą ochroną;Passeriformes;Acrocephalidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Acrocephalus_melanopogon_ad03_CB.jpg/150px-Acrocephalus_melanopogon_ad03_CB.jpg
terekia;Terek sandpiper;Xenus cinereus;A;pod ścisłą ochroną;Charadriiformes;Scolopacidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Xenus_cinereus_%28restig%29.jpg/150px-Xenus_cinereus_%28restig%29.jpg
trzciniak;Great reed warbler;Acrocephalus arundinaceus;A;pod ścisłą ochroną;Passeriformes;Acrocephalidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Acrocephalus_arundinaceus_%28Marek_Szczepanek%29.jpg/150px-Acrocephalus_arundinaceus_%28Marek_Szczepanek%29.jpg
trzcinniczek;Eurasian reed warbler;Acrocephalus scirpaceus;A;pod ścisłą ochroną;Passeriformes;Acrocephalidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/4566.reed_warbler_holding_food.jpg/150px-4566.reed_warbler_holding_food.jpg
trzcinniczek kaspijski;Paddyfield warbler;Acrocephalus agricola;A;pod ścisłą ochroną;Passeriformes;Acrocephalidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Paddyfield_Warbler_%28Acrocephalus_agricola%29_in_Kolkata_Im_IMG_0496.jpg/150px-Paddyfield_Warbler_%28Acrocephalus_agricola%29_in_Kolkata_Im_IMG_0496.jpg
trzmielojad;European honey-buzzard;Pernis apivorus;A;pod ścisłą ochroną;Accipitriformes;Accipitridae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Pernis_apivorus2.jpg/150px-Pernis_apivorus2.jpg
trznadel;Yellowhammer;Emberiza citrinella;A;pod ścisłą ochroną;Passeriformes;Emberizidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Yellowhammer_3.jpg/150px-Yellowhammer_3.jpg
trznadel białogłowy;Pine bunting;Emberiza leucocephalos;A;pod ścisłą ochroną;Passeriformes;Emberizidae;(l) z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Emberiza_leucocephalos_NAUMANN.jpg/150px-Emberiza_leucocephalos_NAUMANN.jpg
trznadel czarnogłowy;Black-headed bunting;Emberiza melanocephala;A;pod ścisłą ochroną;Passeriformes;Emberizidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/28-090504-black-headed-bunting-at-first-layby.jpg/150px-28-090504-black-headed-bunting-at-first-layby.jpg
trznadel czubaty;Rustic bunting;Emberiza rustica;A;pod ścisłą ochroną;Passeriformes;Emberizidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Emberiza_rustica2.jpg/150px-Emberiza_rustica2.jpg
trznadel rudogłowy;Red-headed bunting;Emberiza bruniceps;A;;Passeriformes;Emberizidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Red-headed_Bunting_-_Uzbekistan_S4E8550_%2822764709123%29.jpg/150px-Red-headed_Bunting_-_Uzbekistan_S4E8550_%2822764709123%29.jpg
trznadel szarogłowy;Black-faced bunting;Emberiza spodocephala;A;;Passeriformes;Emberizidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Black_Face_%2816077787174%29.jpg/150px-Black_Face_%2816077787174%29.jpg
trznadel złotawy;Yellow-breasted bunting;Emberiza aureola;A;pod ścisłą ochroną;Passeriformes;Emberizidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/EmberizaAureolaM.jpg/150px-EmberizaAureolaM.jpg
trznadel złotobrewy;Yellow-browed bunting;Emberiza chrysophrys;A;pod ścisłą ochroną;Passeriformes;Emberizidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Yellow-browed_bunting_%28Emberiza_chrysophrys%29_Eocheong_Island_Korea_2012.jpg/150px-Yellow-browed_bunting_%28Emberiza_chrysophrys%29_Eocheong_Island_Korea_2012.jpg
trznadelek;Little bunting;Emberiza pusilla;A;pod ścisłą ochroną;Passeriformes;Emberizidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Littlebunt79.jpg/150px-Littlebunt79.jpg
turkan;King eider;Somateria spectabilis;A;pod ścisłą ochroną;Anseriformes;Anatidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Somateria_spectabilis_%28King_Eider_-_Prachteiderente%29_-_Weltvogelpark_Walsrode_2012-16.jpg/150px-Somateria_spectabilis_%28King_Eider_-_Prachteiderente%29_-_Weltvogelpark_Walsrode_2012-16.jpg
turkawka;European turtle-dove;Streptopelia turtur;A;pod ścisłą ochroną;Columbiformes;Columbidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Streptopelia_turtur_Pinares_de_Rostrogordo.jpg/150px-Streptopelia_turtur_Pinares_de_Rostrogordo.jpg
turkawka wschodnia;Oriental turtle-dove;Streptopelia orientalis;A;pod ścisłą ochroną;Columbiformes;Columbidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Streptopelia_orientalis_2007.jpg/150px-Streptopelia_orientalis_2007.jpg
uhla;Velvet scoter;Melanitta fusca;A;pod ścisłą ochroną;Anseriformes;Anatidae;P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Velvet_Scoter%2C_Eyebrook_Reservoir%2C_Leics.jpg/150px-Velvet_Scoter%2C_Eyebrook_Reservoir%2C_Leics.jpg
uhla azjatycka;Stejneger's scoter;Melanitta stejnegeri;A;pod ścisłą ochroną;Anseriformes;Anatidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Wwscoter12.JPG/150px-Wwscoter12.JPG
uszatka;Long-eared owl;Asio otus;A;pod ścisłą ochroną;Strigiformes;Strigidae;L;1;1;1;https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Waldohreule_in_freier_Wildbahn.jpg/150px-Waldohreule_in_freier_Wildbahn.jpg
uszatka błotna;Short-eared owl;Asio flammeus;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Strigiformes;Strigidae;l P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Asio_flammeus_-Fazenda_Campo_de_Ouro%2C_Piraju%2C_Sao_Paulo%2C_Brasil-8.jpg/150px-Asio_flammeus_-Fazenda_Campo_de_Ouro%2C_Piraju%2C_Sao_Paulo%2C_Brasil-8.jpg
warzęcha;Eurasian spoonbill;Platalea leucorodia;A;pod ścisłą ochroną;Pelecaniformes;Threskiornithidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Eurasian_Spoonbill.jpg/150px-Eurasian_Spoonbill.jpg
wąsatka;Bearded reedling;Panurus biarmicus;A;pod ścisłą ochroną;Passeriformes;Panuridae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Bartmeise%28Cropped%29_by_Wolfram_Riech.jpg/150px-Bartmeise%28Cropped%29_by_Wolfram_Riech.jpg
wieszczek;Yellow-billed chough;Pyrrhocorax graculus;A;pod ścisłą ochroną;Passeriformes;Corvidae;(l) z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Alpendohle.jpg/150px-Alpendohle.jpg
wilga;Eurasian golden oriole;Oriolus oriolus;A;pod ścisłą ochroną;Passeriformes;Oriolidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Oriolus_oriolus_Warsaw.jpg/150px-Oriolus_oriolus_Warsaw.jpg
wireonek czerwonooki;Red-eyed vireo;Vireo olivaceus;A;pod ścisłą ochroną;Passeriformes;Vireonidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Redeyedvireo2.jpg/150px-Redeyedvireo2.jpg
włochatka;Boreal owl;Aegolius funereus;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Strigiformes;Strigidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Aegolius-funereus-001.jpg/150px-Aegolius-funereus-001.jpg
wodniczka;Aquatic warbler;Acrocephalus paludicola;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Passeriformes;Acrocephalidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Seggenrohrsaenger_hand.jpg/150px-Seggenrohrsaenger_hand.jpg
wodnik;Water rail;Rallus aquaticus;A;pod ścisłą ochroną;Gruiformes;Rallidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Rallus_aquaticus_1_%28Marek_Szczepanek%29.jpg/150px-Rallus_aquaticus_1_%28Marek_Szczepanek%29.jpg
wójcik;Greenish warbler;Phylloscopus trochiloides;A;pod ścisłą ochroną;Passeriformes;Phylloscopidae;l P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Greenish_Warbler_I_IMG_0565.jpg/150px-Greenish_Warbler_I_IMG_0565.jpg
wrona siwa;Hooded crow;Corvus cornix;A;objęty ochroną częściową;Passeriformes;Corvidae;L;1;1;1;https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Hooded_Crow_%28Corvus_cornix%29_%2811%29.jpg/150px-Hooded_Crow_%28Corvus_cornix%29_%2811%29.jpg
wróbel;House sparrow;Passer domesticus;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Passeriformes;Passeridae;L;1;1;1;https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Passer_domesticus3.jpg/150px-Passer_domesticus3.jpg
wróbel skalny;Rock sparrow;Petronia petronia;B;pod ścisłą ochroną;Passeriformes;Passeridae;(l z);0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Petronia_petronia_Martien_Brand.jpg/150px-Petronia_petronia_Martien_Brand.jpg
wydrzyk długosterny;Long-tailed jaeger;Stercorarius longicaudus;A;pod ścisłą ochroną;Charadriiformes;Stercorariidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Long-tailed_Skua_%28js%29_26.jpg/150px-Long-tailed_Skua_%28js%29_26.jpg
wydrzyk ostrosterny;Parasitic jaeger;Stercorarius parasiticus;A;pod ścisłą ochroną;Charadriiformes;Stercorariidae;P;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Schmarotzer2.jpg/150px-Schmarotzer2.jpg
wydrzyk tęposterny;Pomarine jaeger;Stercorarius pomarinus;A;pod ścisłą ochroną;Charadriiformes;Stercorariidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Stercorarius_pomarinusPCCA20070623-3985B.jpg/150px-Stercorarius_pomarinusPCCA20070623-3985B.jpg
wydrzyk wielki;Great skua;Stercorarius skua;A;pod ścisłą ochroną;Charadriiformes;Stercorariidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Skua_Runde2.jpg/150px-Skua_Runde2.jpg
zaganiacz;Icterine warbler;Hippolais icterina;A;pod ścisłą ochroną;Passeriformes;Acrocephalidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Hippolais_icterina1.jpg/150px-Hippolais_icterina1.jpg
zaganiacz blady;Eastern olivaceous warbler;Iduna pallida;A;;Passeriformes;Acrocephalidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Hippolais_pallida_Akko_Israel_2.jpg/150px-Hippolais_pallida_Akko_Israel_2.jpg
zaganiacz mały;Booted warbler;Iduna caligata;A;pod ścisłą ochroną;Passeriformes;Acrocephalidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Booted_Warbler_%28Iduna_caligata%29_%E0%B4%9A%E0%B4%BF%E0%B4%A8%E0%B5%8D%E0%B4%A8%E0%B5%BB%E0%B4%AD%E0%B5%87%E0%B4%B0%E0%B4%BF_%2832246872555%29.jpg/150px-Booted_Warbler_%28Iduna_caligata%29_%E0%B4%9A%E0%B4%BF%E0%B4%A8%E0%B5%8D%E0%B4%A8%E0%B5%BB%E0%B4%AD%E0%B5%87%E0%B4%B0%E0%B4%BF_%2832246872555%29.jpg
zaganiacz szczebiotliwy;Melodious warbler;Hippolais polyglotta;A;pod ścisłą ochroną;Passeriformes;Acrocephalidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Hippolais_polyglotta.jpg/150px-Hippolais_polyglotta.jpg
zaroślówka;Blyth's reed warbler;Acrocephalus dumetorum;A;pod ścisłą ochroną;Passeriformes;Acrocephalidae;l P;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Blyth%27s_Reed_Warbler.jpg/150px-Blyth%27s_Reed_Warbler.jpg
zausznik;Eared grebe;Podiceps nigricollis;A;pod ścisłą ochroną;Podicipediformes;Podicipedidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Podiceps_nigricollis_%28Marek_Szczepanek%29.jpg/150px-Podiceps_nigricollis_%28Marek_Szczepanek%29.jpg
zielonka;Little crake;Zapornia parva;A;pod ścisłą ochroną;Gruiformes;Rallidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Porzana_parva.jpg/150px-Porzana_parva.jpg
zięba;Common chaffinch;Fringilla coelebs;A;pod ścisłą ochroną;Passeriformes;Fringillidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Kikilis.jpg/150px-Kikilis.jpg
zimorodek;Common kingfisher;Alcedo atthis;A;pod ścisłą ochroną;Coraciiformes;Alcedinidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Alcedo_atthis-8b.jpg/150px-Alcedo_atthis-8b.jpg
zniczek;Common firecrest;Regulus ignicapilla;A;pod ścisłą ochroną;Passeriformes;Regulidae;L;1;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Regulus_ignicapillus2.jpg/150px-Regulus_ignicapillus2.jpg
żołna;European bee-eater;Merops apiaster;A;"pod ścisłą ochroną; wymaga ochrony czynnej";Coraciiformes;Meropidae;L;1;0;1;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/%C5%9Eahl%C3%BBr-33.jpg/150px-%C5%9Eahl%C3%BBr-33.jpg
żuraw;Common crane;Grus grus;A;pod ścisłą ochroną;Gruiformes;Gruidae;L;1;1;1;https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Grus_grus_2_%28Marek_Szczepanek%29.jpg/150px-Grus_grus_2_%28Marek_Szczepanek%29.jpg
żuraw stepowy;Demoiselle Crane;Grus virgo;A;pod ścisłą ochroną;Gruiformes;Gruidae;z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Zuraw_stepowy_Anthropoides_virgo_RB1.jpg/150px-Zuraw_stepowy_Anthropoides_virgo_RB1.jpg
żwirowiec łąkowy;Collared pratincole;Glareola pratincola;A;pod ścisłą ochroną;Charadriiformes;Glareolidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Glareola_pratincola01.jpg/150px-Glareola_pratincola01.jpg
żwirowiec stepowy;Black-winged pratincole;Glareola nordmanni;A;pod ścisłą ochroną;Charadriiformes;Glareolidae;Z;0;0;0;https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Glareola_nordmanni.jpg/150px-Glareola_nordmanni.jpg
